text,sentiment
Inttena Godi saruwan zaaro ,1
Intteyo malata giddana mala ha izzawayi so asaa Tunga moyissiddi baayo Wolaytanne Addissabba simmerettes,0
Ish wanane teme nu dussape hayqoy keha nu mixan alagay durananes haytwa imerketisha,-1
Isha dere eqota xam'an hoshkayiyara sa'a yushuwa ayisiya bitiyone iira qim'otidi ha ta diyo dere shoroti ubbayi maqettidi seridi doosona,0
Isha dere nuna qohoga amanidi tanguwa lamanashin hachi diyabape dumabi koshena,0
Ishaaw nuu yaana,0
Ishaawww tagooo,0
Ishala utade eqade,0
ishalo kehippe kaffana koshesi tamasgena.,1
ishaw itta lo'adasa ,1
Ishaw lo'assagoppa,1
Ishaw saroy nesi gido Nu zooniya aysiya gadawa 'Gulantta imattawu' shobido gishaw galatays,1
Ishaw wolayta na'aw mina ne asaka mintetta ,1
Ishawu lo o osso wode giddo.,1
Ishawu Nena iiti bochchoppo hay bonchchiisaasakka wolytta biittiyoo ha allaxiisaassakka wolaytta deriya Tamasggana ,1
Isho xossi erees,0
Ishshawu kehippe wolqqama osoo Wolayttatto  osoo a oottanaa koshshees ne baxiyaa ubbaykka minttana,-1
Isife mahyetos,1
isino nuni,1
Isippe kushetidi dendeos,1
Isito yeletin la haiqoyi atena wolaytawu wayagawu sunyayi moretena bung,0
Isotaka dendida shempoy hayko guye simoy baw,-1
Issi asika hayqena Asi atto kana cadiyabine deena Saro kiyidi saro gelana Nu maata bonchisana ,1
issi issi gattennaban gelidi burxxakkiyaageta be'idi sirphi gaanawu koshshenna.,1
Issi yelagay ubba yelagassa ubba yelagy Issi Yelagassa. YELLAGA ,1
issipetetan siquwan eran hayuwan saruwa koyiroyddi xossara tanggiya gitta sheshshaw tumma xossay tumma pirdees ,1
Issipettetan baxettiyoge gide ges hachchi oydiyaw baxxettiyagetti oydiyaa ekkettiyore wananeshaaa bii biidi xonoy deriyagaa,1
Issipettetayii Miiniddii Boo,1
Issippe be ana ane giida,1
issippetetay wolqqa issippe de os minittos tayshanttoo tamichchentto.,1
Issippetettay wolqqa giddees keehippe daro lo o ,1
Issito yeleti la bayqoy attena.hayquwane deuwa shakidi dana.,0
issito yeletin la hayiqoy attena,0
Issittokka Doomichchidda Xoonanappe Attin Xoonettokko ,1
Issuwa gidin iray kanttenna tuma. WDM woossennan Wogan ekkana,1
istto yeletin la hayiqoy attena Wolayitaw wayagawu Suntay moretena shenho mare wage onnaka kesena tarikke yeleta oyichiyoga agena,0
Itay xellopo nu isha,1
Itayai bochopo sugayi qatopo intena xeliya itawu ayfe qoqo layita wotto medhi,-1
Itoophiyo ixissiya ayyaanay nenan kumaagee dabloosaagaa,0
ittay bochchoppo.,1
ittay bochopo,1
Ittay demofo giida,1
itti bochopo,1
iya Ambbaa gidishin mati woden doommada de,0
Jeejee wogaa wolayitawu,0
Kaddaa kannttanee .xachiyyaa.,-1
Kaha uffayisiya qonccisso galattida ,1
Kahaayi wozzanayi xeliyogee ubbappe bayirraa erraa,1
Ka'iyoge atenashin coo mita wurses.,0
Kaliya layti Zone darajan utidi gidena Dalga Mantiya Gididi Bonchanaw Gato,0
Kallana mala bonchchuwan shobboosi.,0
Kalsetidi ha pagiyaa like ootite. Hagaappe kaalidi Nu a dichiyoo ogeta tobbana.,1
Kane na'ay,-1
Kane na'ay kayisoy coo xafasa woyisu bira imidona,-1
Kaniyaa Boccennaan Aqarkkeeshsha,0
Kante nagos cucha mogidi,0
Kantiyoge atena,1
Kareen koyyiin deebboy al ees,0
Kareppekka Yiiddi doos soogeetikka Dababaa kiyite,0
Karhi giise kasege ,0
kariya pitteeti wogara diyari naatoo,0
Kasaa waniche Lo'asa tuma,1
Kase boloso sore ha i damot sore giyogan gigo,0
Kase deriya kalettiya Dagatane ara diya deriya mata gishawu qashetida asa oyichanawu Hawassappe yiida cimata qachidoge keehi balaba,0
Kase Kawo Dagata saro wodiya hannennaban xeessiidi goodiidi nu kesso loossuwara morkkee bobbohaa kessis,-1
Kase milile wodekka Wolayta asay hara herappe dumma dumma gaasotun keehippe qohettis,-1
Kasekka ufayissokkona mulekka bichchona.nee dikko gidees,-1
Kasekka Wolaytta Uluwa Ta Erays Giidi Xoonisada Loomininne Wozzitoy Oottiyo Ooso Waatanne Ta Ishawu,-1
Kassa dembaappe geliyaa mishshaa federeshen ayibaa ginan xelli?,0
Kassa wanche ,0
Kasse dometana haness giddi kamba baqqidagetti awu biddona??,0
Kasseega denttidi wodiya wurissokko,1
kaw dagatto nena cadayi sintawu boofo woolayittaa caarikoo bankattofo haika woolayitta kundetaa telia morke demofo sintaw sintaw bahna nubayi ekena,-1
Kawe nawu hashu gatesi,-1
Kawo Dagato Kumbe xoossay qaala gelidi na'antto imiddo Kawo Tona koyro bayra Na'a. ,-1
Kawo Dagato tuma nena dosoos,-1
Kawo Dagato. ubatoka nu wozanan dass,-1
Kawo dagatoo taassa wonikka minnuwaassi metoy daro ,-1
kawo dagatora sintawu ,-1
Kawo gelana na iya zumayda erettaws,-1
Kawo kawo,-1
KAWO KAWO TUMA GIDOKO XOOSSO NA ARSA,-1
Kawo koyisha Lasho minuwa Toora woyittiyaga,0
Kawo Kumbee dagtta siitan naagos,-1
Kawo Oggatta Amaddo Na auwa Wolayitauwa La Tuma Daraphphaa Pulayadassa Nu Pullanichauwa Woldastsadiqqa Tamasggana Medhdhaya Anijjo Teme ,-1
Kawo xona mataatoo minitee,1
kawo xoona nattu maattaa Bonchisana koshshesi ?wano Wanoo wolayttoo woyigayi Yelgawu?,1
Kawo Xooni hagaa mala paraa zokkuwan ubba beettenna aseeyye laa. woy hara qofay de'ii,-1
Kawotettay Bonchchenna Seeraa bonchchidi seeraa maaran WDM ekkana giyobay daro gatiya qanxxissanawu de'ees ,1
Kawotettay haikka wolaytta dere asaa naaqidi deiyooga ha hanottay qoncciyan besses.,-1
kawotettay Wolaytaw iita giyooge kase tplf nussi loo giyooga gidenna Ubba iita,1
Kawoti Wonika Kawo Tumasho,0
kawoy awdekka kawo tayee natoo wontoy xossara xumena aaynebba Daniela gamuwa olan olageta gaamoy manaa wontooo,1
Kawoy qanxxo kushe aleqo yaagiya Wolaytasii nuni hai yelaga naati chii Kawoy qanxo kushe duuxa giddi deettes,-1
KAWOY QANXXO KUSHEE ALLEQO GEES WOLAYTTAY,-1
kawuwaa daamoota gaas nena,0
Kawuwaappe Dariyaaggo.,-1
Kaysoy hamuussa efin kayay arbaa bocces aymadi nuoyshasi zaroy zeluimichin ayaba haaki deiyogaa neoychay? Poora ,-1
KAYSOY KAYSOY GUYYEERA HARABA OYQQIDI SINTTAARA WOLAITTABA GIIDI WAASSEES. SHAAKKIDI DAANA ,-1
Ke petariy Ayin Yemishesh Andachi Negeriko Yelem ,1
Keehaba siya taysha temeroyaw ,1
keehi dosiyo nu aleequwawu ittay bochoppo asa ayfofo tutututu. diccaycha ,1
Keehi nashaas. Kushshiyaa baqas ,1
Keehi yiloyees,-1
Keehin baaxetikko issuwaa gidiko hegee hanana gam''enna ,1
Keehin bonchettiya huphe yoho,1
Keehip daro lo ees,1
keehipe azantes,-1
keehipe lo es,1
keehipe lo es Wolaita asaa metuwaa pagalanawu go iyaa ogetupe issuwaa,1
Keehipe ufayises nudonani hassayoge minite,1
Keehippe Daro Lo'etta,1
Keehippe dosays,1
Keehippe galatos ,1
Keehippe galattos cengurssay gakkena heeratussi ha naqqashan yedana mala hasaysosi,1
keehippe galattos tumai qottin kamettenna baaxxiya koshshes ,1
Keehippe Gallatays Boditte Dere Asa.,1
Keehippe gallattidi oddoy gakkena heeratussi haggan qoofa yeedana mala hasayisos,1
keehippe keehippe naagos Temesgena,0
Keehippe lo es minna,1
Keehippe Lo es Minnitte Nuuni Inttera issippe do osu Qassikka Oosinne Yayyoppitte Tumi Xoonettenna Xoonessippe Attin ,1
keehippe lo iya naqaashsha. inttiyoo godi immo tawukka haddira qofaa qonccissideta. ,1
keehippe lo o qofa.,1
Keehippe lo o zore Hagaa ubbaa gattana ,1
Keehippe lo oetta,1
keehippe lo''etta mintte.shin aysi issi issi gigisota youtube yeedanawu maleket,1
Keehippe lo'o .Nu wogaa yaatiidi coo sinttawu..ya ya.,1
Keehippe Lo''o Tamasgana hagee keehippe oosetana Koshiya Allaale.. ,1
Keehippe lo'yaaba hage,1
keehippe maalaliyagee zaata mootta kawotettay beeses gaappe attin hara oona oychana bessi?,-1
Keehippe naagoos Milatisso oosuwaa haasayaa ixxoos ,1
Keehippe naqashsha nu asassi wurissiyoge nu dere nu asaan bayizzettis,1
keehippe puula ,1
Keehippe ufayisiyaa tobbe mata wodiyaan talavizhiniyaani putto giyoogan kumeta wozanappe ammanetayisi,1
Keero koshshenna,1
Keettaa asay bayoo de anawu giigissido sohuwaa iyaa,0
Keexiyaani xeellayi oona xeellayii ayissi xeellayi h.h.m. amaaddo ogaatto wollayittawu,0
Kehasaa aatto.nu aawa bayra kariyaw gutaraw wottidooga.,1
Kehi lo'o qoffa shin ossuwani pe'shanawu baxxetana koshesi,1
Kehi lo'o qoffa.wolaituwa dichanawu ubbayika nuu bera pollana koshesi.,1
Kehi Lo'oo Koffa Minana,1
Kehife kaffiyo qoffa. Nu isi isi wolayitafe gaxara diyaget wanidi inte yaratetan xafetane qaacetane? ,1
kehipe camo oddo,0
Kehipe dark pula,0
kehipe daro lo o naqasha,1
Kehipe lo iyaago WoldetsadiqaTamasgana XossiAnjo ,0
kehipe lo o qofa minidi ottos amara qala hasayiyoge erasi wurseta giya assay daroy desi ,0
Kehipe puula tame neni,0
Kehippe chamo xossayi danddayiso,1
Kehippe daro dosoos,1
Kehippe darro kayottasi wolayitta hayidda wotti yeggiddi xafidda wolayitta bayrawu ne shenppuuwa goday maarro ,1
Kehippe lo o xeella,1
Kehippe lo''assa,0
kehippe lo'iyabba ubbakka wolayittatoyi micho.,1
Kehippe loo issippe baxxetana Hawassan diya astababare onne nussi yotikko hassayana,1
Kehippe loo nagana,1
Kehippe lo'oo. Harra qopisanawu koyiyobaye wolayita telebijine ayise doyetene?,0
Kehippe naagosi koyro qofa,0
kehippe ufayyisaa qiffa,0
Kehippe Ufayyitidda Minitte ,1
Kere pilla wursin aye hayqoy qofetes kalssana katae,0
Kesayi kesa giddiko ubbayi yeddetto bayna aga carshani gelidayi bawa,0
Kessani keexidagoo gaaro gaatimaw neyo sheppuwaa xoossi maro ,1
Ketero ketero ahunim ketero metoyi ba daro sugetayi daro bonchuwasi gatanasi hanes,0
Keyippe lo.o qofa,1
Khefe loo loytdi kalit asa hayiquwafe nagetandani,1
Kicha diga ta wodala wodala gaammuwaa ubba xaaggaasa. Nena koroninne waayi bochchana,-1
Kiike Moocona gaasoyidi deriya huqquniyoge kessena,1
Kiindichoy Tuusaa Eqiis,-1
kililiya ekanawu daro dapura koshiyoga balenan agokona. ane isipe gididi dendos ,1
kinddon woradan qaballe awee? manta Demisse,0
Kindo.didayi.shuchchapp.saroyi.giido,0
Kindon gakidaban wozanappe siyettis,1
kisha ,1
Kombbee kaccaamawu,0
kopiya wotopaa tamaaw,0
koronappe hashu bonchettes.,1
Koropo shakopo lo etta,1
koyiro kochoroka nu deriya boli gakiya barchiyane naquwa eqoo gidi dendiyo wodeka,1
Koyiro wolayitti mule awude issuwa kiyide,0
Koyiro xaatta moccona Hailemariam Dasali nu biittaa hayitta hayidda erenna,-1
Koyirobayi nu shoro shesha yelagati nu asa kase qohuwape kiyanawune sintawuka qohanawu koyiya amaridageti kiike mocona haasaya kalidi yohuwa mirqeta domoga akekida,-1
Koyiruwaan allaanaappe biidi mootta gakkanawu de iyaa gadaawatu xeelay laamettana bessees. ,1
Koyiruwaan Wolayta gigissitte,1
koyro xekka immassi,0
Koyruwan Wolayttattuwan naa'anttwan Amaarattuwan heezzanttuwan ingilizettuwan xaafana koshshe Taappeella ubbaykka.,0
Koyyiro kochchoruwawu ,0
kumbbe dagatanne yaannisa xibeba Eta moogaageeta loddaan moogana ,-1
Kumetta Tophiyaninne Wolayta Apostlic Wossiyo kettan mino hagazzan erettiya nu aaway ha saappe hayquwaan shahetidosona,0
Kumetta Wolaytta Asay Wolaytta Yelagay Baaxiya tamaadan eettiyo wodiya hanno ,-1
Kumetta Wolayttan ubba alanattuppe asay kiyyiyoogan dalgga manttiya lalabiddi betteesi. ,-1
Kushshee neggee akko,0
La a nuwogay aybaa lo oii,1
La aa Gamuwa,0
La atetaa Nagoos,0
La Atumawu dariyago loayi agayi.,0
La ayabesha?,0
La ayba lo'ii,0
La ayba wutawulo ooso otiyona,0
La ayibesha,0
La dada mara gididi xurqqayettiya wolaitto INtteyyo hoola geennaaga ooyo hoola giyoona woni?,0
La dere issoy issuwassi hagila aguntta kiyooge awanne gattenna.Hegaappe kushiya oykettidi nu baaxiyaa qaattos Hayyanintta.,1
la essa uyaa ha donann adarettusika he wode hasayanna xossi giko,0
La etana tawato minoto tani giyobi xayini siriph gasi goboto gobidi dite,0
La gammuwaa cadda Galatoo,0
La giitta asatu na au ppsp,0
la gitaw,0
La godo kehi lo oo qofa shin nena eradenine ezigana danidayiboko areka hera issi chanisiya xellaa,0
La gudeba tuma gassa,0
La gulant aybeesha goba odagarki,0
La ha izaaway nu erin kase wode iitaa giyoo asa gideennashin tawa wogga wolaitatoo,1
la ha maratuyo tani sutta duqqinka michenna minnitte ,1
La haga mata wodaa tuma tawu betsi team era,0
La Hage gitaba gidene ,0
La Hagee Tumu Qatta Giddikko Nunna Mintettees,0
la hageti nuppe ayiba koyiona kasi,0
La hagetume erees nuuka nuna dandayana,0
La hayetara woga geta wolayete nato hashuuuu ubaneka,1
La issi xossa ammana yayoppa korinasi,1
La kaladeta gopa,0
la loo'asa tuma,0
la mana hana mana hatta la tumasho lo.asa,0
La Mino Miginjawu Ane Harabakka Guuja Nu Naaqasha Tololaya Hayana ,0
la na ayika loo eeta Gaamoti.,0
La Nebaa haray gayro ayba madhdhetta qonccissadii,0
La neenika worddottaye.deesi gi oyikoy neenashin,0
La nena watanesha lapape nemalayi keha kehipe galatayis,1
La nena woygo mogetta hayda bokka yuyiyagoo,1
la nenaa be adda tanni pochchamayiis.,0
La neppeka awunkon nu donay kessi ekiyoga erishsha??,-1
La niyawa Tona Gaga masatiyage ,-1
La niyo keeha odo ,1
La onee onee xoona mattawu Ni ayiyaa nenaa yeelu maganisho ,0
La qabatoyi wani oykene ?,0
La sigayi simi simid siro gesha wolayitawu.,0
La tamasggana neeni tumu wolaytta na a nena xoossi anjjo.,1
La tuam geteye?,0
la tumakka aayyi ana la mattan olettiya wolayta gidokko.ane medhdhaka woosoos ubbakka kawo xoona ayyaana ekkoos,1
La Waalalee Naato Qaazeze Naato Wogga Wolayttee Naato Keehippe Aleqqetta ,1
La Waalelenaw. Qaazazenawu. Wolaytte Na Puulanchenawu Naashayis Gulantta Ezggana Keexanna Guumma Neenikka Gulanttan ,1
La wlallenawu wazazenawu wolita na gamuwawu,1
La wogga Wolayittawu hashuu saro gattes,1
LA Wolait Ya Daranape Atin Opene Guxena Tarikiya Odiyosape Tarikiya Otiyosa Gakida.isipetetay Nuge uba ya mino,-1
La wolayite na malanche na walalawu,1
La Wolaytta Naa Gaammuwawu Naashayis ,1
La wollayte naw walsase naw walqaqe nawu,1
la wonikka poo uwa naa gidiki poo o neeyo Temee taayee nawu kashi gayi?,0
Laatettay co uttin yenna gishshaw sarota qatta keehippe gujjanaw bessesi.,1
Laa ayba malaaliyabee Ha ikka Tumaynne Deree Xoono.Teme Kehippe Galattos ,1
Laa ayibaa ufayisiyabeshaa,0
laa dareeeta tuma ,0
Laa deriya naw hachi gutaran odoy aybe .wonttobay tobettiddi deii?,1
laa diga looasa.,0
Laa guudebaa ,0
Laa hagaa mala oorattabay ayibi de i ? keehin ufayissiyabi diikko hagee ufayisses Teme ,0
Laa hagee ayba laytte,0
Laa hagee birata penggiyaa mentti gelennee tumaa odikko. Tamasgana.,-1
Laa inte ayyiya malissasiyo woga godattiya.,1
Laa intee waattay ayba pashkissii,1
Laa kawuwawu hagaa puulaa go'etta era,1
Laa loeeta anjetite tuuu,0
laa loo ay agay,0
Laa malsaasa Wolayttumawu,1
La'a mashenna arjuna qanxa na'awaa la'a dangerssa wure dangerssa achane kare gurde worqa na'a.,-1
Laa morikkee demmoppo cuchchay cuuloppo,0
laa N'aa lo'Yaa Fotuwaa Dentinawuu,-1
Laa odanaw Besanaw gigiya maldaday hashu isippe gates tayshay,1
Laa ta woygoo nena xoossi anjo,1
laa tana coo hali,-1
Laa tuma xosso ashaa,1
Laa ubbaa wolqqaa.,0
Laa waalsaassaw,0
Laa wallale na awu zoxasa tuma..,1
laa wazazzawu laa qazazzawu,0
Laa woga wolaytawu,1
Laa wolayeto kawua tona nato esipe dendosu,1
Laa Wollalenawu Wozzazenawu Niyo Po oo,1
Laa woraabisho woraabii ,0
Laa xaafiko geeshshabaa xaafite,1
laaa xoosso lo ees,1
laafa layttan dettes,0
Laafana haattay kanaa mees,-1
La'afayi Soo giduwaa Tonin Minoyi kariya'a Tones Gess wolyitayi,-1
laame laamiyawu gidiis ubankka betida cachchay oyqqo ,0
Laapuniya longgiya erayiis hh usupunee longgeeyye?,0
La'attetta Wolqqa,1
Lafaa shocidi bayraa ishaa neni neridani de aa gesi gidaa,-1
Lafana haataayi kanameesi gidaa,-1
Lagiyaw Mina kehippe lo'es,1
Lahaa Pullanchawu,0
Lame shinchala ..orata lamiya gidi maladone omarsi nusi eti bidiyo lame haga gidene smi,-1
lay nuyoo wolaytta nattusi ha Geressay gakkenagettussi woyko harassan diyagettussi haraa ogiyaara gakkanadan ottiyako,0
laytay aduqo tayetuyo,0
Layttaa toggiday Woyyaaniya gidiyogaa dogoppite ,1
layyitta amottasi. ,0
Lemisuwaawu na'u asaappe dariddi de'iyoo heran na'u,0
Le'si daro nagosi,1
like gaadasa hegaa mala deriyaa  godinka taayo duusay giigo yaagiyaagetta deriyaan toochisanawu koshees ettayo wolaytta biittan ayba aawattettaka immana koshena ,-1
like shin wanane ane odite nuyo,0
Like Teme ubakka esiyakko lo enan agenna.,1
Likesho Likesho nu aaye naa'a,0
Likke gadadsa teme issi asika ubba zenan attidaykka bawa xossay etta gorddo,0
likke ne guussay woni qosetti uttidi dagaffays gin awan hannii,-1
likke qoffa ,1
Likke qoffa hage ubbape nagettiyaga,1
Lo as Gopa,0
lo asa teme wolayitan gererayida gererida gobata woyitada takago ha ika ne qalawu esa getesi,1
Lo ees tumupe,1
Lo ees.Nuunara diyaage ubbaa xooniyaga,-1
Lo eeta nu aawati,1
Lo eeta tuma ,0
Lo eeta tuma ubba wodekka xoonuwaara simitte Xoonna Kasheti ,-1
Lo es shin aysi dantuwa huphe yohuwa dori emidi anaciseketi???,0
lo 'es tuma shin harayiikaa dees atidagee,0
lo es wolatta na a gamuwaaw hega eriyoona hawu'e nattip,1
Lo eta lamoteetaa,1
Lo etta Bungeraa Teme,0
lo ettaa shakopo minitte taani yaan didaakoo ayba lo iishin nunii diyossa gakkena shin gidikokaa ke hipe lo eess tuma,0
Lo iyaagetto ,1
Lo o Aqadi Wolaytta Dalgga Mantte Tukiyaa Eesanawu Mitta Qorada yayssi ,0
lo o aqideti,0
Lo o gadasa,0
Lo o hiragaa ,1
Lo o qofa ,1
Lo o qofa ta ta bagara asaa mayzana dandayays keehi guuxxishin. ,1
lo o qopa yaatiko neenika taanika haraako mallaatenan aggidi minndi ottikko haray baw qaaxana minna ta ishau.,1
Lo o shin nu wolayttato pitaleti awa biidona,0
Lo o wore siso,1
Lo oba Qonccisadasa Ane Harabaka Hegadan Gatiyako Teme Nu Hayitan Co..,1
Lo oeita tem,0
Lo oess wolayiitti ittayyi bochchoppo inttenaa,1
Lo one puulattida wolaytta oonatetta qonccissiyaa yettaa demmanawu ubba asape qofaa ekkiyaako lo o.,1
lo oo mindi oottita,1
Lo oshi dendite,1
Lo ottetasa,0
Lo owa siso Xossay ,1
Lo siso xosay,1
Lo.''ees anjetta,1
Lo.es yelagatto intebara sintewu,1
lo.etta tango kumay hina,0
Lo.o qofaa,1
Lo.oo daaaà,1
LOASSA,0
Lo'assa ishawu,0
Loeees gita minto woayitay matan oliya tona nay,1
Lo''ees Eraara de''a.,1
lo'ees tuma gallatos,1
Lo'eeta tuma goobati,1
Loeetta,0
lo''es gakkanshin diya kawoti onne onnee? koyruwappe wrisetaa gakkanashin,0
Loetaa tuaa nu wolaytaa asatoo tonaa matatoo,1
Logoy iita lo ees tuma .qassi WDM oonne diggenna.WRS,1
Lo'iyagawu Dariyagawu.Nashshayis tumma ,1
Loo aasa teme,1
Lo'o anacciya gido ta astemariyanito Lencca Takile .neni sinta xera .,1
Loo ba hage dicca,1
Lo'o Gallassanne Nu deree Ezggettiyo Samintta Gido ,1
Lo'o Ooso Wode Gido Dandayetiko Ubasaka Gaka Wolqa Imo ,1
lo'o oosoy diyo gishaw ashoy hayqqikkonne sunttay odettiidi daana. shemppuwaa maaro,1
loo Qoffa Hallcho Meeniite Xoose Deesi,1
Lo'o qoppa. Minna.,1
Loo Sona Kuwasiya Siqoyi Diyo Nati,1
Lo'o tobbiyaa otiyogadanii amanayis,1
Lo'oba amotos ,1
Lo'oba sisa godaw.,1
Lo'oes haki eqidoge,1
Loome gawusu giida ,1
Loometo gees xaatta moconay.. giiki ,1
Lo''uwa sisso xossay ,1
loyttada oycha I odena shin,1
LOYTTADASA UBA ,1
Luqqa Luqqo odduwaa ubba yellagaawu,0
Maaddo wolayitta koshshiaba Tanaka xxellesi,1
Maahiya goyna oykida bittaniyaaga mala yedoko ,0
Maaro maaro wayi ana xaphphauwappe issoy ayssi paccissa.,-1
Maaro nu aawaga ,1
Maaro shemfuwaa,1
Maaro. Dabbuwaawunne kumetta wolaytta asawu danddayaa goday immo.,1
Maasgana lemisooy keehipee lo ees. Waatanee simaa? Haagee de oo gidiis.,0
maata shiiqa ganawunne coronaa.,1
Maata wodiyan Wolaitta Daligaa Mantiyaa oyishshay zaruwaa demmes giidi baxiyan gami'ana koshshees,-1
Mabi like gaadasa gasoyka huuphe yohoy baynan bana bana lo iyaga ekidi aatanaw dandayosona,0
Mace atume abashshe paranje koncisa teme,0
Mada mahiyawu wati baa,0
Madalche na awe pooriyago,0
Majore Taso Gifata concert Wolayta sodo.,0
Makkisoy ayibaa xeelliyagaane,0
Mal uwanne Masuwaa Qumatu Naqaashay ubbakka nu an ura Wogay Malaales Issotu issotu Birshshettaa.,0
Malaliyabaa Nu Wolayittaa yi dishin daro zawaa kanttiddi yiddaa marattoyi Labbattoyi Wolayitani kawottiyoggee bittaa xelissiyabbaa ,-1
Malanchaw,0
Maldadayi tumma lo assa taa siquwawu,0
Malesasa mala lo uwaa,0
Malissassaw agga ha pulla go ettaa,0
malla marjiyo haranoka nagoss era teme nepe,0
Malsasawu Eesay ppe pulttiyago,0
Malssassawu mala lo uwu wogga wolayittawu ,1
Manana manna Hataa Tira heraa ,0
Mantta Arjaa Getettees Wolaytta malalla geressaa,1
Mantta Tamasganaa tayshaw cadda oyqqa Mahiya goynaa oyqidi yeddettenna gees nu asay.,0
mantta tamasggana lo o qoffa minna,0
Mantta tamasggana minna wolayttatto  oso  ottiyoge keehin koshiya allalle.,-1
manttiya moottaa asay meezettidi de iyoossaa heeraa,0
Maqsegnope domin guuji poo'ana dess,1
Marotan kumida xosa gediyan ubayka kundana,1
MasiqqaaIaa moIishashaa erisesii ,1
mata shiqqoppa era,0
Mati aysse wogetay arakkan ottenna,0
Mati wode gakkanawu Laa kase nuna ooni kalettinkka erennan daas,0
Mati xaafuwaa doommooge barihuuphen gitaba.,0
Matta yisha olettas.,0
mattatuppe luxxidda .wolaytto bisskkotta.ixxikko ne dufiyo bookka ,-1
Matti Hashu saro simadassa ,0
Mattossanaeu hodde zinqqikki neega ,0
Maxaafiyo giya kesite shamana,0
maxxaafa demmiyo sohuwaa ane nuussi biradhdha ta ishshawu,0
Mayza ma'iya Attumma asa xalaalay hagan ayi udeetii?Addaka Lo'eeta.,0
Mayza wolayta uluwape kiyada otorsiya nu ishawu. magani magani.,0
mayzesi hege,1
Maziganaa puulanchchawu.,0
Medhage Eres Wolayitaba ,1
Medhikaa bararo ,1
Mela qufiya shempuwa teqeta kehife darida bola mishoyi hexishisiyo huphe sakiyone mata wodiyan ha ae,0
Meronna kehi gobba minna.,0
Metoy guutta wodiyasa,0
Mettoy baa xossay xonana,1
Mettoy ochara yiis ,-1
Mexa marame.loyaba besa ta ayifa eta,1
Meyawu Etyeya yellu.,1
Miishsha shiishidi zadhdhiya kayssotu wordduwa nuuni qoncciyaan biddanaashshin naagite ,1
Mina wolayita naawu gitawu,1
Minan kooshshes ooso  gidiyakko un oonetetta qonccissess ,1
Minana sintawkko zooxana,1
Minetete xossaye entefe sintato,1
Minite xossi intenara ,1
Minitte tayye natto sheshshay akko inttiyo,1
Minna dagato. Miyiyan. Doosu,1
Minna Gulantta Tv Beanawu Koyos,1
Minna ne miyyiyan doos ,1
Minna Nuso Naw,1
minna Tayshaw Ubbawka Xosi Des,1
Minna xossay wolqqa giddo,1
minnana koshassi,1
Minnite Minni Micha Ceeqaus Laafikko Tamawu Kiitawusu Wolaiytto Mina ,1
minnite Xoossay Inttenaara Gido.,1
Minnitta xoossayaa enttanara issippa gido barattu egizbhra yirdachauwaa ,1
Mino asaa Bola duppaa gadaawa W.Tsadika Tamasgena Attuma Yeletaa.,0
Mino Woddala Ganijjiyaawu,0
Minoy mixan zarees ,1
Minoyi Minoka Tumaka Dichayicha ,1
Minte xosay maddo,1
Mishiriyaa oduwaa oyqqada luho otuwaa shammawusu,-1
Mishsha ka dichan,1
mizzaa onna qqoqiyaa.,-1
Mokada moysada bonchada yedin Qachchada qaaphada ta ogiyaa qantada qanxay ,-1
molee woraa geliis giyagenne gosee shuchcha menttis. loes hage hassayay,-1
Mootta kaletota aattiddi xoqqa kawottetawu attiddi immiddayi oonne,0
Morke coo mottes,0
Morke guuxxo.,1
Morke Yelamayo Tani Uba Etabitan Daysi Shin,-1
Morkke Dosin Gidenna I Ixxinkka Attenna Wolaytti Mantte ,1
Motolom the ways in wolaita temesgen belete again increase the world ,1
Motteree assi baynani onaa chananase laa aybaa gudebee,0
mule kumeta wolaito biltsigini aybe Nena erada doora,1
Muqoy bana gakenna qefiya zalla mayzzes ges Wolaytay,-1
Muruta ta siqqotto worab intteyo,1
Musena Tumappe Qoncce Yoho ,0
Na wolayitta deriyaw koshiyaa tumu pisiya attiya malala fb page hagaa Kehippe galatoos ,1
Naa anttuwan wolayitta gida Oonne ha a xeelliyaagaan xaafiyoogaan gidiin haasayiyoogan bari gishshaa kiyana bessees.,1
Naa iyakka daaretta,1
Na'a suntta i aybin ajjaye gidakko oychunne ane ta'ishawu.,0
Naa''aykka Ayba lo''eeti,0
Naageetana koshees,1
Naageettees,0
Naagettite koroni hnttaara hargge.,0
Naagoos Xoossi maaddo,1
Naatti marccuwaan cimmittossona yaaggiddi qoppiyoogekka de'ees. ,0
Naa''u agina giddon doomettes gin hanno gattay aybeeshsha?,0
Nagayis,0
Nagetes Lagiyawu,1
Nagetes loo o wore siyetana mala,1
Nagetiyaga ubba ottidi de eta.ha ika minnite WDM,1
Nagettessi shin Ente gmitiya kesiyako lo,1
Naggos kawo tona na'a gaamuwaaw,-1
nagos gullanta,1
nagosii ane,0
Nani faanape xayosape faanayi siyanawu teeqes wogetay nuugan siyetena hanin arakan nuuko gakiyaadan ootite hadara yanite adinak negn ke areka.,1
naqashawu galatayis,1
Nardi Gifataa yo yo Masqalaa yo yo,1
Nashettiya qofa ,1
NASHII KANTTIDAA MINAA ,1
Nashshi kanttida era ,1
Nashshiyoobaanne cayiyoobaa shaakki eroosi,0
Na'uto cimetiyayi galja,-1
Nauu woddalla gaanijjetti haashuu yetaa,0
